No,ID_SPKLU,Nama_SPKLU,Tagging_SPKLU,Jenis_Lokasi,UP3,Kota_Kab,Latitude,Longitude,Jml_Transaksi,Energi_kWh,Pendapatan_Rp
71,1512,SPKLU PLN BALE PARE KBP,Hijau (Utilisasi Tinggi >50 trx),Perumahan / Township,CIMAHI,KAB. BANDUNG BARAT,-6.857299,107.490826,454,8575.9,21789443
72,525,SPKLU REST AREA KM 39 A RUAS JAKARTA - CIKAMPEK,Hijau (Utilisasi Tinggi >50 trx),Rest Area Tol,CIKARANG,KAB. BEKASI,-6.347979,107.204346,483,8532.37,22099616
73,178,SPKLU PLN UP3 TASIKMALAYA,Hijau (Utilisasi Tinggi >50 trx),Kantor / Unit Layanan PLN,TASIKMALAYA,KAB. TASIKMALAYA,-7.315839,108.230734,350,8278.34,22463050
74,34,SPKLU PLN ULP BANDUNG UTARA,Hijau (Utilisasi Tinggi >50 trx),Kantor / Unit Layanan PLN,BANDUNG,KOTA BANDUNG,-6.87909,107.597206,466,6785.97,18078115
75,1285,SPKLU PLN APARTEMEN GATEWAY PASTEUR,Hijau (Utilisasi Tinggi >50 trx),Perumahan / Township,CIMAHI,KOTA BANDUNG,-6.889389,107.566734,334,6762.35,18015896
76,17,SPKLU PLN UP3 BANDUNG,Hijau (Utilisasi Tinggi >50 trx),Kantor / Unit Layanan PLN,BANDUNG,KOTA BANDUNG,-6.948859,107.611765,377,6723.95,17913505
77,307,SPKLU Center Rest Area KM 228 A,Hijau (Utilisasi Tinggi >50 trx),Rest Area Tol,CIREBON,KAB. CIREBON,-6.881331,108.702778,253,6705.23,17863374
78,181,SPKLU PLN UP3 CIMAHI,Hijau (Utilisasi Tinggi >50 trx),Kantor / Unit Layanan PLN,CIMAHI,KOTA CIMAHI,-6.870555,107.536452,319,6646.84,16396345
79,1987,SPKLU ALVACHARGE 120 kW RA KM 228 A RUAS KANCI - PEJAGAN,Hijau (Utilisasi Tinggi >50 trx),Rest Area Tol,CIREBON,KAB. CIREBON,-6.881331,108.702778,228,6625.85,17651905
80,1511,SPKLU PLN MARKETING GALLERY KBP,Hijau (Utilisasi Tinggi >50 trx),Dealer / Showroom Mobil,CIMAHI,KAB. BANDUNG BARAT,-6.856564,107.489628,286,6548.23,16637940
81,1975,SPKLU Energi Lasumi Alus,Hijau (Utilisasi Tinggi >50 trx),Lainnya / Campuran,BANDUNG,KOTA BANDUNG,-6.904819,107.674011,257,6507.68,17336854
82,2045,SPKLU HVT Rest Area KM 229B,Hijau (Utilisasi Tinggi >50 trx),Rest Area Tol,CIREBON,KAB. CIREBON,-6.884346,108.707599,206,6494.1,17300865
83,539,SPKLU REST AREA KM 86 A RUAS CIKAMPEK - PALIMANAN,Hijau (Utilisasi Tinggi >50 trx),Rest Area Tol,PURWAKARTA,KAB. SUBANG,-6.471969,107.585774,341,6122.15,16611923
84,240,SPKLU PLN ULP BANJAR,Hijau (Utilisasi Tinggi >50 trx),Kantor / Unit Layanan PLN,TASIKMALAYA,KOTA BANJAR,-7.371535,108.53575,266,6003.91,15699091
85,1103,SPKLU PLN MALAGA RESTO,Hijau (Utilisasi Tinggi >50 trx),F&B / Kafe / Leisure Retail,BANDUNG,KOTA BANDUNG,-6.885276,107.612741,298,5933.66,15807727
86,965,SPKLU PLN KANTOR BUPATI KARAWANG,Hijau (Utilisasi Tinggi >50 trx),Perkantoran / Gedung Komersial,KARAWANG,KAB. KARAWANG,-6.301599,107.304484,310,5378.48,13798060
87,2076,SPKLU PLN UNIVERSITAS PADJADJARAN JATINANGOR,Hijau (Utilisasi Tinggi >50 trx),Publik / Pemerintah / Transportasi,SUMEDANG,KAB. SUMEDANG,-6.92133,107.77143,267,5326.1,13926751
88,1599,SPKLU PLN MARKETING GALLERY KOTA WISATA,Hijau (Utilisasi Tinggi >50 trx),Dealer / Showroom Mobil,GUNUNG PUTRI,KAB. BOGOR,-6.35004,106.961226,313,5181.61,13420939
89,174,SPKLU Center PLN UP3 Cirebon,Hijau (Utilisasi Tinggi >50 trx),Kantor / Unit Layanan PLN,CIREBON,KOTA CIREBON,-6.71115,108.540256,248,5178.41,13412749
90,537,SPKLU REST AREA KM 72 B RUAS CIKAMPEK - PADALARANG,Hijau (Utilisasi Tinggi >50 trx),Rest Area Tol,PURWAKARTA,KAB. PURWAKARTA,-6.467835,107.444582,392,5135.81,13049108
91,1628,SPKLU MAHATA MARGONDA,Hijau (Utilisasi Tinggi >50 trx),Perumahan / Township,DEPOK,KOTA DEPOK,-6.370291,106.831942,263,4825.18,12378893
92,2013,SPKLU NISCALA 120 kW RA KM 228 A RUAS KANCI - PEJAGAN,Hijau (Utilisasi Tinggi >50 trx),Rest Area Tol,CIREBON,KAB. CIREBON,-6.881331,108.702778,168,4725.06,12588224
93,1307,SPKLU PLN SUMMARECON VILLAGGIO OUTLETS,Hijau (Utilisasi Tinggi >50 trx),Mall / Retail / Supermarket,KARAWANG,KAB. KARAWANG,-6.323376,107.33744,265,4718.6,12105271
94,1436,SPKLU PLN KCP Mall Karawang FC,Hijau (Utilisasi Tinggi >50 trx),Mall / Retail / Supermarket,KARAWANG,KAB. KARAWANG,-6.327342,107.291973,236,4713.28,12091810
95,2275,SPKLU UCI WALKING DRUMS,Hijau (Utilisasi Tinggi >50 trx),F&B / Kafe / Leisure Retail,DEPOK,KOTA DEPOK,-6.367095,106.834342,210,4453.48,11424910
96,808,SPKLU BALAI KOTA BANDUNG,Hijau (Utilisasi Tinggi >50 trx),Publik / Pemerintah / Transportasi,BANDUNG,KOTA BANDUNG,-6.913789,107.609741,267,4357.94,11610014
97,151,SPKLU PLN UP3 SUKABUMI,Hijau (Utilisasi Tinggi >50 trx),Kantor / Unit Layanan PLN,SUKABUMI,KOTA SUKABUMI,-6.913338,106.932631,236,4319.26,11187362
98,2196,SPKLU (ARISTA POWER) BYD ARISTA BANDUNG SUCI,Hijau (Utilisasi Tinggi >50 trx),Dealer / Showroom Mobil,BANDUNG,KOTA BANDUNG,-6.901224,107.647999,159,4262.82,11356756
99,217,SPKLU PLN ULP CIAMIS,Hijau (Utilisasi Tinggi >50 trx),Kantor / Unit Layanan PLN,TASIKMALAYA,KAB. TASIKMALAYA,-7.326067,108.34842,195,4195.15,11383426
100,236,SPKLU PLN UP3 SUMEDANG,Hijau (Utilisasi Tinggi >50 trx),Kantor / Unit Layanan PLN,SUMEDANG,KAB. SUMEDANG,-6.837547,107.916642,168,3896.5,10188445
101,179,SPKLU PLN ULP TASIKMALAYA KOTA,Hijau (Utilisasi Tinggi >50 trx),Kantor / Unit Layanan PLN,TASIKMALAYA,KOTA TASIKMALAYA,-7.327411,108.222606,184,3792.34,10290181
102,479,SPKLU PLN ULP BABELAN,Hijau (Utilisasi Tinggi >50 trx),Kantor / Unit Layanan PLN,BEKASI,KAB. BEKASI,-6.184786,107.038809,223,3514.43,9102661
103,376,SPKLU PLN UIP JBT,Hijau (Utilisasi Tinggi >50 trx),Kantor / Unit Layanan PLN,BANDUNG,KOTA BANDUNG,-6.938255,107.627926,196,3407.17,9076872
104,147,SPKLU PLN UP3 BEKASI,Hijau (Utilisasi Tinggi >50 trx),Kantor / Unit Layanan PLN,BEKASI,KOTA BEKASI,-6.252848,107.010402,262,3400.43,9059031
105,1447,SPKLU PLN GEDUNG SERBAGUNA UP3 PURWAKARTA,Hijau (Utilisasi Tinggi >50 trx),Kantor / Unit Layanan PLN,PURWAKARTA,KAB. PURWAKARTA,-6.556471,107.445107,185,3386.66,8604676
106,2276,SPKLU UCI BENY BALAI KOTA BOGOR,Hijau (Utilisasi Tinggi >50 trx),Publik / Pemerintah / Transportasi,BOGOR,KOTA BOGOR,-6.594914,106.794047,146,3379.48,8753120
107,2006,SPKLU Center Niscala Rest Area KM 229 B Ruas Kanci - Pejagan,Hijau (Utilisasi Tinggi >50 trx),Rest Area Tol,CIREBON,KAB. CIREBON,-6.884346,108.707599,146,3301.13,8794690
108,1210,SPKLU KP MALANGBONG,Hijau (Utilisasi Tinggi >50 trx),Perumahan / Township,GARUT,KAB. GARUT,-7.06085,108.0858,168,3241.02,8394666
109,2129,SPKLU PLN Kajene Food Park,Hijau (Utilisasi Tinggi >50 trx),F&B / Kafe / Leisure Retail,CIREBON,KAB. KUNINGAN,-6.972809,108.4854,123,3233.94,8535902
110,799,SPKLU PLN CITRALAND CIBUBUR,Hijau (Utilisasi Tinggi >50 trx),Perumahan / Township,GUNUNG PUTRI,KAB. BOGOR,-6.407156,107.0055,178,3191.82,8266977
111,1889,SPKLU PLN FAMILY PARK CITRAGRAN,Hijau (Utilisasi Tinggi >50 trx),Perumahan / Township,GUNUNG PUTRI,KOTA BEKASI,-6.386798,106.925725,162,3140.56,8366791
112,427,SPKLU Dormitory IP Pelabuhan Ratu,Hijau (Utilisasi Tinggi >50 trx),Hotel / Hospitality,SUKABUMI,KAB. SUKABUMI,-7.020494,106.543365,146,3035.95,7938425
113,1750,SPKLU PLN CGE AVENUE,Hijau (Utilisasi Tinggi >50 trx),F&B / Kafe / Leisure Retail,DEPOK,KOTA DEPOK,-6.412542,106.886044,143,2956.75,7585233
114,861,SPKLU PLN ARUNIKA RESTO,Hijau (Utilisasi Tinggi >50 trx),F&B / Kafe / Leisure Retail,CIREBON,KAB. KUNINGAN,-6.941446,108.445206,110,2942.62,7766952
115,1530,SPKLU BlueCharge - Margocity,Hijau (Utilisasi Tinggi >50 trx),Lainnya / Campuran,DEPOK,KOTA DEPOK,-6.372754,106.834456,202,2796.05,7172780
116,2144,SPKLU SWISS-BELHOTEL KARAWANG,Hijau (Utilisasi Tinggi >50 trx),Hotel / Hospitality,KARAWANG,KAB. KARAWANG,-6.296124,107.293541,120,2436.47,6250633
117,416,SPKLU PLN SPORT CLUB KOTAWISATA,Hijau (Utilisasi Tinggi >50 trx),Wisata / Leisure,GUNUNG PUTRI,KAB. BOGOR,-6.380274,106.957463,139,2403.93,6226383
118,152,SPKLU PLN ULP SUKABUMI KOTA,Hijau (Utilisasi Tinggi >50 trx),Kantor / Unit Layanan PLN,SUKABUMI,KOTA SUKABUMI,-6.920338,106.932118,145,2379.32,6162685
119,1728,SPKLU Hotel Bigland Bogor,Hijau (Utilisasi Tinggi >50 trx),Hotel / Hospitality,BOGOR,KOTA BOGOR,-6.598081,106.809253,171,2233.78,5785691
120,167,SPKLU PLN UP3 BOGOR,Hijau (Utilisasi Tinggi >50 trx),Kantor / Unit Layanan PLN,BOGOR,KOTA BOGOR,-6.572129,106.808797,280,2168.8,5617321
121,200,SPKLU PLN ULP LEMAHABANG,Hijau (Utilisasi Tinggi >50 trx),Kantor / Unit Layanan PLN,CIKARANG,KAB. BEKASI,-6.283439,107.168389,153,2137.13,5535393
122,155,SPKLU PLN UP3 INDRAMAYU,Hijau (Utilisasi Tinggi >50 trx),Kantor / Unit Layanan PLN,INDRAMAYU,KAB. INDRAMAYU,-6.325972,108.32237,111,2061.07,5389199
123,158,SPKLU PLN ULP DEPOK KOTA,Hijau (Utilisasi Tinggi >50 trx),Kantor / Unit Layanan PLN,DEPOK,KOTA DEPOK,-6.395795,106.836799,186,2016.99,5174417
124,231,SPKLU PLN ULP BOJONGGEDE,Hijau (Utilisasi Tinggi >50 trx),Kantor / Unit Layanan PLN,DEPOK,KAB. BOGOR,-6.477392,106.803697,128,1922.79,4980127
125,2250,SPKLU Mobile UID Jabar,Hijau (Utilisasi Tinggi >50 trx),Kantor / Unit Layanan PLN,SUMEDANG,KAB. SUMEDANG,,,67,1910.39,4995277
126,220,SPKLU PLN ULP PANGANDARAN,Hijau (Utilisasi Tinggi >50 trx),Kantor / Unit Layanan PLN,TASIKMALAYA,KAB. PANGANDARAN,-7.684045,108.657817,129,1881.2,5104587
127,1858,SPKLU RS SENTRA MEDIKA,Hijau (Utilisasi Tinggi >50 trx),Rumah Sakit / Kesehatan,DEPOK,KOTA DEPOK,-6.480202,106.86465,139,1871.3,4800601
128,169,SPKLU PLN POSKO CIMACAN,Hijau (Utilisasi Tinggi >50 trx),Kantor / Unit Layanan PLN,CIANJUR,KAB. CIANJUR,-6.713866,107.022611,161,1853.01,4845149
129,1775,SPKLU GRAND SUNSHINE RESORT,Hijau (Utilisasi Tinggi >50 trx),Hotel / Hospitality,MAJALAYA,KAB. BANDUNG,-7.024873,107.528462,98,1797.0,4698822
130,312,SPKLU KP LIMBANGAN,Hijau (Utilisasi Tinggi >50 trx),Perumahan / Township,GARUT,KAB. GARUT,-7.034584,107.985323,107,1770.75,4586391
131,191,SPKLU PERUM GRAND TARUMA,Hijau (Utilisasi Tinggi >50 trx),Perumahan / Township,KARAWANG,KAB. KARAWANG,-6.305757,107.278373,88,1750.55,4490881
132,1804,SPKLU PLN Hotel Cemerlang,Hijau (Utilisasi Tinggi >50 trx),Hotel / Hospitality,BANDUNG,KOTA BANDUNG,-6.912297,107.597774,106,1706.08,4545132
133,209,SPKLU PLN ULP CIKAMPEK,Hijau (Utilisasi Tinggi >50 trx),Kantor / Unit Layanan PLN,KARAWANG,KAB. KARAWANG,-6.411953,107.464399,121,1687.9,4330081
134,213,SPKLU PLN ULP SUBANG,Hijau (Utilisasi Tinggi >50 trx),Kantor / Unit Layanan PLN,PURWAKARTA,KAB. SUBANG,-6.562953,107.768206,107,1614.8,4381719
135,224,SPKLU PLN ULP LEMBANG,Hijau (Utilisasi Tinggi >50 trx),Kantor / Unit Layanan PLN,CIMAHI,KAB. BANDUNG BARAT,-6.818327,107.622004,112,1560.42,3964703
136,1833,SPKLU PLN GRAGE MALL,Hijau (Utilisasi Tinggi >50 trx),Mall / Retail / Supermarket,CIREBON,KAB. CIREBON,-6.713324,108.551606,102,1545.83,4118229
137,2008,SPKLU ALVACHARGE 60 kW RA KM 229 B RUAS KANCI - PEJAGAN,Hijau (Utilisasi Tinggi >50 trx),Rest Area Tol,CIREBON,KAB. CIREBON,-6.884346,108.707599,61,1494.14,3980423
138,1725,SPKLU RS ISLAM AYSHA,Hijau (Utilisasi Tinggi >50 trx),Rumah Sakit / Kesehatan,DEPOK,KAB. BOGOR,-6.509153,106.804761,116,1447.75,3749765
139,206,SPKLU PLN ULP JONGGOL,Hijau (Utilisasi Tinggi >50 trx),Kantor / Unit Layanan PLN,GUNUNG PUTRI,KAB. BOGOR,-6.461929,107.059223,119,1445.12,3742867
140,864,SPKLU PLN HOTEL SANTIKA PREMIERE,Hijau (Utilisasi Tinggi >50 trx),Hotel / Hospitality,CIREBON,KAB. KUNINGAN,-6.880798,108.490502,71,1438.83,3797749
141,544,SPKLU REST AREA KM 164 B Tol Cikampek-Palimanan,Hijau (Utilisasi Tinggi >50 trx),Rest Area Tol,SUMEDANG,KAB. MAJALENGKA,-6.706957,108.224772,60,1427.76,3521918
142,1715,SPKLU PLN PR Millennium City Parung Panjang,Hijau (Utilisasi Tinggi >50 trx),Perumahan / Township,BOGOR,KAB. BOGOR,-6.351498,106.58071,86,1417.01,3670266
143,1933,SPKLU Hexing Teras Teh Popi,Hijau (Utilisasi Tinggi >50 trx),F&B / Kafe / Leisure Retail,BOGOR,KOTA BOGOR,-6.54272,106.812433,81,1406.99,3644335
144,1513,SPKLU PLN VERONA HILLS,Hijau (Utilisasi Tinggi >50 trx),Perumahan / Township,CIREBON,KAB. CIREBON,-6.763832,108.526161,56,1353.64,3606292
145,193,SPKLU PLN ULP MUSTIKA JAYA,Hijau (Utilisasi Tinggi >50 trx),Kantor / Unit Layanan PLN,BEKASI,KAB. BEKASI,-6.320262,107.033516,152,1332.62,3451563
146,414,SPKLU PLN HOTEL LE EMINENCE,Hijau (Utilisasi Tinggi >50 trx),Hotel / Hospitality,CIANJUR,KAB. CIANJUR,-6.708359,107.022974,66,1245.91,3257740
147,163,SPKLU PLN ULP BANTARGEBANG,Hijau (Utilisasi Tinggi >50 trx),Kantor / Unit Layanan PLN,BEKASI,KOTA BEKASI,-6.266005,107.008409,115,1221.51,3254313
148,1095,SPKLU PLN HOTEL SANTIKA GARUT,Hijau (Utilisasi Tinggi >50 trx),Hotel / Hospitality,GARUT,KAB. GARUT,-7.17535,107.8864,62,1213.04,3141945
149,204,SPKLU PLN ULP SAWANGAN,Hijau (Utilisasi Tinggi >50 trx),Kantor / Unit Layanan PLN,DEPOK,KAB. BOGOR,-6.41222,106.734882,101,1201.18,3111108
150,187,SPKLU PLN UP3 MAJALAYA,Hijau (Utilisasi Tinggi >50 trx),Kantor / Unit Layanan PLN,MAJALAYA,KAB. BANDUNG,-7.006074,107.62553,76,1183.5,3094432
151,180,SPKLU PLN ULP TAMBUN,Hijau (Utilisasi Tinggi >50 trx),Kantor / Unit Layanan PLN,CIKARANG,KAB. BEKASI,-6.246886,107.063138,193,1181.24,3059585
152,1359,SPKLU PLN Festive Walk Mall,Hijau (Utilisasi Tinggi >50 trx),Mall / Retail / Supermarket,KARAWANG,KAB. KARAWANG,-6.327342,107.291973,116,1158.47,2972059
153,454,SPKLU SAKURA HARVEST CITY,Hijau (Utilisasi Tinggi >50 trx),Perumahan / Township,GUNUNG PUTRI,KAB. BEKASI,-6.382608,107.040949,71,1154.21,2989523
154,1567,SPKLU PLN BALI RESORT EXTENSION,Hijau (Utilisasi Tinggi >50 trx),Hotel / Hospitality,DEPOK,KAB. BOGOR,-6.380238,106.709876,72,1151.99,2983791
155,1665,SPKLU PLN TENTH AVENUE BANDUNG,Hijau (Utilisasi Tinggi >50 trx),F&B / Kafe / Leisure Retail,BANDUNG,KOTA BANDUNG,-6.945959,107.640992,93,1120.78,2985948
156,1731,SPKLU PLN CAHAYA VILLA HOTEL GARUT,Hijau (Utilisasi Tinggi >50 trx),Hotel / Hospitality,GARUT,KAB. GARUT,-7.17829,107.8765,62,1109.27,2873175
157,1523,SPKLU PLN HOTEL ASTON CIREBON,Kuning (Utilisasi Sedang 11-50 trx),Hotel / Hospitality,CIREBON,KOTA CIREBON,-6.721937,108.539247,47,1083.46,2806315
158,1705,SPKLU PLN RS ADVENT BANDUNG,Hijau (Utilisasi Tinggi >50 trx),Rumah Sakit / Kesehatan,BANDUNG,KOTA BANDUNG,-6.89172,107.603159,73,1078.86,2874256
159,159,SPKLU PLN ULP CIBADAK,Hijau (Utilisasi Tinggi >50 trx),Kantor / Unit Layanan PLN,SUKABUMI,KAB. SUKABUMI,-6.896281,106.819305,85,1073.36,2806528
160,160,SPKLU PLN ULP CICURUG,Hijau (Utilisasi Tinggi >50 trx),Kantor / Unit Layanan PLN,SUKABUMI,KAB. SUKABUMI,-6.799632,106.775411,85,1015.87,2656196
161,1799,SPKLU Taman Safari Bogor,Hijau (Utilisasi Tinggi >50 trx),Wisata / Leisure,BOGOR,KAB. BOGOR,-6.71399,106.947177,65,1000.23,2590593
162,417,SPKLU SEKDA SUKABUMI,Hijau (Utilisasi Tinggi >50 trx),Publik / Pemerintah / Transportasi,SUKABUMI,KOTA SUKABUMI,-6.918003,106.931326,60,998.86,2587117
163,139,SPKLU PLN UID JAWA BARAT,Kuning (Utilisasi Sedang 11-50 trx),Kantor / Unit Layanan PLN,BANDUNG,KOTA BANDUNG,-6.920545,107.608166,49,996.34,2654284
164,238,SPKLU PLN ULP MAJALENGKA,Hijau (Utilisasi Tinggi >50 trx),Kantor / Unit Layanan PLN,SUMEDANG,KAB. MAJALENGKA,-6.830097,108.206052,61,975.48,2406323
165,230,SPKLU PLN ULP CIMANGGIS,Hijau (Utilisasi Tinggi >50 trx),Kantor / Unit Layanan PLN,DEPOK,KOTA DEPOK,-6.375685,106.863506,132,941.44,2415238
166,214,SPKLU PLN ULP PAMANUKAN,Hijau (Utilisasi Tinggi >50 trx),Kantor / Unit Layanan PLN,PURWAKARTA,KAB. PURWAKARTA,-6.298174,107.820852,85,939.54,2387169
167,1459,SPKLU Hotel Laska Sukabumi Kota,Hijau (Utilisasi Tinggi >50 trx),Hotel / Hospitality,SUKABUMI,KOTA SUKABUMI,-6.911599,106.92672,58,927.89,2403375
168,1897,SPKLU CITYWALK LIPPO CIKARANG,Hijau (Utilisasi Tinggi >50 trx),Mall / Retail / Supermarket,CIKARANG,KAB. BEKASI,-6.328108,107.127747,81,926.14,2398851
169,166,SPKLU PLN ULP BOGOR KOTA,Hijau (Utilisasi Tinggi >50 trx),Kantor / Unit Layanan PLN,BOGOR,KOTA BOGOR,-6.596175,106.790009,112,916.32,2373193
170,195,SPKLU PLN ULP LEUWILIANG,Hijau (Utilisasi Tinggi >50 trx),Kantor / Unit Layanan PLN,BOGOR,KAB. BOGOR,-6.564198,106.677962,98,905.21,2344529
171,1712,SPKLU PLN HOTEL LE EMINENCE LEMBANG,Kuning (Utilisasi Sedang 11-50 trx),Hotel / Hospitality,CIMAHI,KAB. BANDUNG BARAT,-6.819935,107.627782,50,877.26,2228954
172,183,SPKLU PLN UP3 GUNUNG PUTRI,Hijau (Utilisasi Tinggi >50 trx),Kantor / Unit Layanan PLN,GUNUNG PUTRI,KAB. BOGOR,-6.407381,106.972579,97,852.56,2208030
173,1392,SPKLU TRANSPARK MALL BEKASI JUANDA,Hijau (Utilisasi Tinggi >50 trx),Mall / Retail / Supermarket,BEKASI,KOTA BEKASI,-6.249609,107.016711,70,848.28,2259712
174,1786,SPKLU PLN PRIMAYA HOSPITAL KARAWANG,Kuning (Utilisasi Sedang 11-50 trx),Rumah Sakit / Kesehatan,KARAWANG,KAB. KARAWANG,-6.330123,107.297147,50,846.26,2170999
175,379,SPKLU Fieris Hotel Kertajati,Kuning (Utilisasi Sedang 11-50 trx),Hotel / Hospitality,SUMEDANG,KAB. MAJALENGKA,-6.714158,108.171301,46,840.64,2073620
176,1838,SPKLU PLN Best Western Hotel Setiabudhi Bandung,Kuning (Utilisasi Sedang 11-50 trx),Hotel / Hospitality,BANDUNG,KOTA BANDUNG,-6.861207,107.595032,49,825.44,2198990
177,1354,SPKLU PLN HOTEL GRAND PALMA PANGANDARAN,Kuning (Utilisasi Sedang 11-50 trx),Hotel / Hospitality,TASIKMALAYA,KAB. PANGANDARAN,-7.703875,108.65645,36,821.47,2228998
178,863,SPKLU RS SENTOSA,Kuning (Utilisasi Sedang 11-50 trx),Rumah Sakit / Kesehatan,BOGOR,KAB. BOGOR,-6.495025,106.751274,41,793.69,2055701
179,1467,SPKLU PLN TRANSMART CIREBON,Hijau (Utilisasi Tinggi >50 trx),Mall / Retail / Supermarket,CIREBON,KOTA CIREBON,-6.720803,108.550153,55,787.38,2039442
180,1766,SPKLU PLN Pancar Garden,Hijau (Utilisasi Tinggi >50 trx),Perumahan / Township,GUNUNG PUTRI,KAB. BOGOR,-6.597243,106.890222,65,780.72,2022037
181,1453,SPKLU PLN ULP SUMEDANG KOTA,Kuning (Utilisasi Sedang 11-50 trx),Kantor / Unit Layanan PLN,SUMEDANG,KAB. SUMEDANG,-6.85681,107.920992,45,768.53,2009564
182,1881,SPKLU PLN MALL INDRAMAYU,Kuning (Utilisasi Sedang 11-50 trx),Mall / Retail / Supermarket,INDRAMAYU,KAB. INDRAMAYU,-6.342445,108.334835,48,761.38,1990734
183,415,SPKLU PLN MARKETING HARVEST CITY,Hijau (Utilisasi Tinggi >50 trx),Perumahan / Township,GUNUNG PUTRI,KAB. BOGOR,-6.406121,106.984169,64,757.35,1961566
184,904,SPKLU PLN PUNCAK PASS RESORT,Hijau (Utilisasi Tinggi >50 trx),Hotel / Hospitality,CIANJUR,KAB. CIANJUR,-6.706646,106.993126,61,751.86,1965977
185,442,SPKLU PLN ULP SUKARAJA,Kuning (Utilisasi Sedang 11-50 trx),Kantor / Unit Layanan PLN,SUKABUMI,KAB. SUKABUMI,-6.917551,106.965165,38,748.77,1957834
186,186,SPKLU PLN ULP HAURGEULIS,Kuning (Utilisasi Sedang 11-50 trx),Kantor / Unit Layanan PLN,INDRAMAYU,KAB. INDRAMAYU,-6.439305,107.946185,40,727.85,1903139
187,1358,SPKLU PLN KCP Mall Karawang MC,Hijau (Utilisasi Tinggi >50 trx),Mall / Retail / Supermarket,KARAWANG,KAB. KARAWANG,-6.327342,107.291973,73,722.21,1852826
188,413,SPKLU PLN RAJA FO CIMACAN,Hijau (Utilisasi Tinggi >50 trx),Lainnya / Campuran,CIANJUR,KAB. CIANJUR,-6.715324,107.026144,66,712.49,1862895
189,208,SPKLU PLN ULP KOSAMBI,Hijau (Utilisasi Tinggi >50 trx),Kantor / Unit Layanan PLN,KARAWANG,KAB. KARAWANG,-6.371418,107.378854,64,698.9,1793027
190,202,SPKLU PLN ULP PRIMA CIBABAT,Kuning (Utilisasi Sedang 11-50 trx),Kantor / Unit Layanan PLN,CIMAHI,KOTA CIMAHI,-6.875741,107.544865,41,696.69,1718612
191,1909,SPKLU PLN Kantor Pemkot Cimahi,Kuning (Utilisasi Sedang 11-50 trx),Publik / Pemerintah / Transportasi,CIMAHI,KOTA CIMAHI,-6.869667,107.555337,33,685.66,1691314
192,198,SPKLU PLN ULP CIBITUNG,Hijau (Utilisasi Tinggi >50 trx),Kantor / Unit Layanan PLN,CIKARANG,KAB. BEKASI,-6.266739,107.130728,64,682.99,1768918
193,161,SPKLU PLN ULP BEKASI KOTA,Hijau (Utilisasi Tinggi >50 trx),Kantor / Unit Layanan PLN,BEKASI,KOTA BEKASI,-6.239109,106.993489,84,677.68,1805314
194,248,SPKLU BALAI KOTA BOGOR,Hijau (Utilisasi Tinggi >50 trx),Publik / Pemerintah / Transportasi,BOGOR,KOTA BOGOR,-6.59499,106.794047,60,658.08,1704536
195,1568,SPKLU PLN ICON PLUS BANDUNG,Hijau (Utilisasi Tinggi >50 trx),Kantor / Unit Layanan PLN,BANDUNG,KAB. BANDUNG,-6.908072,107.631205,53,656.44,1716479
196,210,SPKLU GEDUNG BUDAYA SABILULUNGAN,Hijau (Utilisasi Tinggi >50 trx),Perkantoran / Gedung Komersial,MAJALAYA,KAB. BANDUNG,-7.020754,107.529609,51,645.28,1687335
197,1455,SPKLU PLN TEUAN CAFE & RESTO,Kuning (Utilisasi Sedang 11-50 trx),F&B / Kafe / Leisure Retail,CIMAHI,KAB. BANDUNG BARAT,-6.814667,107.624953,46,642.76,1633081
198,862,SPKLU PLN GRAGE LANAI RESTO,Kuning (Utilisasi Sedang 11-50 trx),F&B / Kafe / Leisure Retail,CIREBON,KAB. KUNINGAN,-6.886438,108.498047,33,642.35,1695393
199,1306,SPKLU PLN Technomart Galuh Mas,Hijau (Utilisasi Tinggi >50 trx),Mall / Retail / Supermarket,KARAWANG,KAB. KARAWANG,-6.328612,107.29332,68,631.09,1619063
200,205,SPKLU PLN ULP CITEUREUP,Hijau (Utilisasi Tinggi >50 trx),Kantor / Unit Layanan PLN,GUNUNG PUTRI,KAB. BOGOR,-6.458986,106.896763,53,630.99,1634340
201,144,SPKLU PLN ULP CIJAWURA,Kuning (Utilisasi Sedang 11-50 trx),Kantor / Unit Layanan PLN,BANDUNG,KOTA BANDUNG,-6.954136,107.640536,42,628.62,1674668
202,377,SPKLU Hotel Emaki Jatinangor,Kuning (Utilisasi Sedang 11-50 trx),Hotel / Hospitality,SUMEDANG,KAB. SUMEDANG,-6.937193,107.759218,36,621.58,1625317
203,1240,SPKLU CIARO NAGREG,Kuning (Utilisasi Sedang 11-50 trx),Lainnya / Campuran,MAJALAYA,KAB. BANDUNG,-7.035922,107.92704,35,604.63,1580940
204,182,SPKLU PLN ULP CIMAHI SELATAN,Kuning (Utilisasi Sedang 11-50 trx),Kantor / Unit Layanan PLN,CIMAHI,KOTA CIMAHI,-6.89858,107.554142,38,585.64,1444583
205,1556,SPKLU PLN GREENLAND BOGOR,Hijau (Utilisasi Tinggi >50 trx),Perumahan / Township,BOGOR,KAB. BOGOR,-6.500639,106.757442,57,584.64,1514314
